Value,dx Normalized Frequency,dy Normalized Frequency
168,0.001191187,0
169,0.001393076,0
170,0.001134272,0
171,0.001112414,0
172,0.001061191,0
173,0.001066883,0
174,0.001071422,0
175,0.001097505,0
176,0.001142757,0
177,0.001061087,0
178,0.001207283,0
179,0.001055849,0
180,0.001022259,0
181,0.001012552,0
182,0.00102411,0
183,0.001485465,0
184,0.001011575,0
185,0.000976658,0
186,0.000956231,0
187,0.001031617,0
188,0.000943522,0
189,0.000941462,0
190,0.000958152,0
191,0.001018069,0
192,0.000976553,0
193,0.000930917,0
194,0.000903891,0
195,0.000916531,0
196,0.000930428,0
197,0.000886852,0
198,0.000881614,0
199,0.000871733,0
200,0.000868765,0
201,0.0009063,0
202,0.000864016,0
203,0.000839924,0
204,0.00086028,0
205,0.000840657,0
206,0.000833673,0
207,0.00082236,0
208,0.000822814,0
209,0.000826446,0
210,0.000835768,0
211,0.000810419,0
212,0.000841111,0
213,0.000791878,0
214,0.000871069,0
215,0.000788386,0
216,0.000780181,0
217,0.000778156,0
218,0.000781717,0
219,0.000793589,0
220,0.000765446,0
221,0.000755634,0
222,0.000770928,0
223,0.00074062,0
224,0.000760209,0
225,0.000732205,0
226,0.000724663,0
227,0.000716493,0
228,0.000733008,0
229,0.000704691,0
230,0.000730669,0
231,0.000697009,0
232,0.000693727,0
233,0.000704481,0
234,0.000779971,0
235,0.000694181,0
236,0.000674942,0
237,0.000679446,0
238,0.000714398,0
239,0.0006674,0
240,0.000655249,0
241,0.000652839,0
242,0.000640269,0
243,0.000639466,0
244,0.000647811,0
245,0.000632553,0
246,0.000639361,0
247,0.000637441,0
248,0.000621729,0
249,0.000618097,0
250,0.000609717,0
251,0.000603572,0
252,0.00060242,0
253,0.000604899,0
254,0.000592154,0
255,0.000661184,0
256,0.000592014,0
257,0.000590443,0
258,0.000619389,0
259,0.000588767,0
260,0.000595715,0
261,0.000567398,0
262,0.000569912,0
263,0.000567852,0
264,0.000589954,0
265,0.000565757,0
266,0.0005623,0
267,0.000546937,0
268,0.000546099,0
269,0.000540337,0
270,0.000535309,0
271,0.000532342,0
272,0.000522739,0
273,0.000531015,0
274,0.000520016,0
275,0.000511252,0
276,0.000513975,0
277,0.000511985,0
278,0.000502732,0
279,0.00051195,0
280,0.000493619,0
281,0.000501929,0
282,0.000492711,0
283,0.00049533,0
284,0.000494387,0
285,0.000487788,0
286,0.000487404,0
287,0.000482166,0
288,0.000475846,0
289,0.0004741,0
290,0.000472005,0
291,0.000467711,0
292,0.00047438,0
293,0.000471656,0
294,0.000489603,0
295,0.000454058,0
296,0.000459016,0
297,0.000458527,0
298,0.000485064,0
299,0.000459156,0
300,0.000452696,0
301,0.000446935,0
302,0.000440301,0
303,0.000449309,0
304,0.000442361,0
305,0.000440755,0
306,0.000427172,0
307,0.000432235,0
308,0.000430838,0
309,0.000418408,0
310,0.000416976,0
311,0.000417011,0
312,0.000432619,0
313,0.000414707,0
314,0.000410936,0
315,0.000408596,0
316,0.000402765,0
317,0.000405384,0
318,0.000406117,0
319,0.000408352,0
320,0.000412123,0
321,0.000393617,0
322,0.000406746,0
323,0.000384399,0
324,0.000386494,0
325,0.000391138,0
326,0.000378743,0
327,0.000384259,0
328,0.00045961,0
329,0.00037581,0
330,0.000370886,0
331,0.00037361,0
332,0.000370747,0
333,0.0003756,0
334,0.000377311,0
335,0.000359643,0
336,0.000359643,0
337,0.000366557,0
338,0.000351612,0
339,0.000359084,0
340,0.000364112,0
341,0.000352276,0
342,0.000346794,0
343,0.000349517,0
344,0.000344384,0
345,0.00033555,0
346,0.000341382,0
347,0.000339252,0
348,0.000334922,0
349,0.000334957,0
350,0.000329789,0
351,0.000331326,0
352,0.000327973,0
353,0.000347701,0
354,0.000335655,0
355,0.000326472,0
356,0.000313727,0
357,0.000322038,0
358,0.000319244,0
359,0.000313413,0
360,0.000309328,0
361,0.000312575,0
362,0.000307407,0
363,0.000311667,0
364,0.000311528,0
365,0.000298085,0
366,0.000298504,0
367,0.000296723,0
368,0.000298608,0
369,0.000296129,0
370,0.000293546,0
371,0.000296653,0
372,0.000292289,0
373,0.000306081,0
374,0.000288657,0
375,0.000290578,0
376,0.000283839,0
377,0.000281429,0
378,0.000274202,0
379,0.000280487,0
380,0.000283175,0
381,0.000276192,0
382,0.000275982,0
383,0.000268615,0
384,0.000273399,0
385,0.000277239,0
386,0.00027078,0
387,0.000271548,0
388,0.000263377,0
389,0.000262749,0
390,0.000266869,0
391,0.000263552,0
392,0.000268021,0
393,0.000261457,0
394,0.000254753,0
395,0.000260235,0
396,0.000252064,0
397,0.000251261,0
398,0.000250074,0
399,0.000243091,0
400,0.000246862,0
401,0.000247141,0
402,0.000247455,0
403,0.000241589,0
404,0.000238133,0
405,0.000238133,0
406,0.000239459,0
407,0.000233209,0
408,0.000234466,0
409,0.000233663,0
410,0.000232651,0
411,0.000228565,0
412,0.00023485,0
413,0.000230311,0
414,0.000227867,0
415,0.000228391,0
416,0.000228915,0
417,0.000228321,0
418,0.000222944,0
419,0.000225388,0
420,0.000218614,0
421,0.000220115,0
422,0.000214354,0
423,0.000220081,0
424,0.000214878,0
425,0.000215576,0
426,0.000215716,0
427,0.000213167,0
428,0.000208209,0
429,0.000207371,0
430,0.000205241,0
431,0.00020985,0
432,0.000202552,0
433,0.000203774,0
434,0.00020545,0
435,0.000204193,0
436,0.000198642,0
437,0.000198851,0
438,0.000202832,0
439,0.000203006,0
440,0.000199026,0
441,0.000198991,0
442,0.000198292,0
443,0.000191868,0
444,0.00019522,0
445,0.000192531,0
446,0.000186526,0
447,0.000187922,0
448,0.000191135,0
449,0.000186351,0
450,0.000188655,0
451,0.000188446,0
452,0.00018883,0
453,0.0001867,0
454,0.000187189,0
455,0.000187049,0
456,0.000191484,0
457,0.00018457,0
458,0.000181079,0
459,0.000181637,0
460,0.000180345,0
461,0.000181358,0
462,0.000180939,0
463,0.000171756,0
464,0.000171581,0
465,0.000173432,0
466,0.000174898,0
467,0.000174689,0
468,0.000172035,0
469,0.000170988,0
470,0.000168997,0
471,0.00016575,0
472,0.000165785,0
473,0.000167566,0
474,0.00016348,0
475,0.000162957,0
476,0.000164074,0
477,0.00016575,0
478,0.000162049,0
479,0.000157999,0
480,0.000157824,0
481,0.00015936,0
482,0.000161804,0
483,0.000155275,0
484,0.000161525,0
485,0.000158732,0
486,0.000156672,0
487,0.000151958,0
488,0.000155275,0
489,0.000155694,0
490,0.00015723,0
491,0.000152761,0
492,0.000147768,0
493,0.000151993,0
494,0.000161839,0
495,0.000149339,0
496,0.000146755,0
497,0.000143368,0
498,0.000148606,0
499,0.000145673,0
500,0.000147593,0
501,0.000146406,0
502,0.000145498,0
503,0.000146301,0
504,0.000141448,0
505,0.000140645,0
506,0.000143019,0
507,0.000139143,0
508,0.000136071,0
509,0.000137991,0
510,0.000139562,0
511,0.000134569,0
512,0.000134953,0
513,0.000133696,0
514,0.000134046,0
515,0.000136769,0
516,0.000133312,0
517,0.000133557,0
518,0.000131671,0
519,0.000133417,0
520,0.000136455,0
521,0.000131881,0
522,0.000131881,0
523,0.000133662,0
524,0.000128284,0
525,0.000125631,0
526,0.000125735,0
527,0.000129786,0
528,0.000125875,0
529,0.000125107,0
530,0.000124828,0
531,0.000126992,0
532,0.000122104,0
533,0.00012151,0
534,0.000123536,0
535,0.00011945,0
536,0.000124234,0
537,0.00011732,0
538,0.000118543,0
539,0.000122593,0
540,0.000116098,0
541,0.000114876,0
542,0.000115784,0
543,0.000112921,0
544,0.000115575,0
545,0.000116727,0
546,0.000113968,0
547,0.000114178,0
548,0.000113934,0
549,0.000114318,0
550,0.000114003,0
551,0.000115679,0
552,0.0001132,0
553,0.000111699,0
554,0.000112572,0
555,0.000109778,0
556,0.000111873,0
557,0.000112223,0
558,0.00010922,0
559,0.000107264,0
560,0.000113689,0
561,0.000105169,0
562,0.000105134,0
563,0.000103912,0
564,0.000105449,0
565,0.000101608,0
566,0.000106426,0
567,9.92E-05,0
568,0.000106112,0
569,0.00010915,0
570,0.000105414,0
571,9.99E-05,0
572,0.000100491,0
573,9.73E-05,0
574,9.68E-05,0
575,0.000102027,0
576,0.000100979,0
577,0.00010276,0
578,9.69E-05,0
579,9.67E-05,0
580,9.67E-05,0
581,9.67E-05,0
582,9.27E-05,0
583,9.43E-05,0
584,9.51E-05,0
585,9.06E-05,0
586,9.07E-05,0
587,9.23E-05,0
588,9.24E-05,0
589,9.36E-05,0
590,8.81E-05,0
591,9.15E-05,0
592,9.18E-05,0
593,9.20E-05,0
594,9.49E-05,0
595,9.13E-05,0
596,9.14E-05,0
597,8.91E-05,0
598,8.80E-05,0
599,8.92E-05,0
600,8.66E-05,0
601,8.54E-05,0
602,8.76E-05,0
603,8.48E-05,0
604,8.61E-05,0
605,8.69E-05,0
606,8.66E-05,0
607,8.62E-05,0
608,8.13E-05,0
609,8.32E-05,0
610,8.55E-05,0
611,8.34E-05,0
612,8.19E-05,0
613,8.37E-05,0
614,8.13E-05,0
615,7.96E-05,0
616,8.02E-05,0
617,7.87E-05,0
618,7.86E-05,0
619,7.73E-05,0
620,7.93E-05,0
621,8.00E-05,0
622,7.71E-05,0
623,7.58E-05,0
624,7.84E-05,0
625,7.63E-05,0
626,7.56E-05,0
627,7.59E-05,0
628,7.57E-05,0
629,7.59E-05,0
630,7.72E-05,0
631,7.45E-05,0
632,7.18E-05,0
633,7.57E-05,0
634,7.30E-05,0
635,7.52E-05,0
636,7.47E-05,0
637,7.05E-05,0
638,6.99E-05,0
639,7.34E-05,0
640,7.22E-05,0
641,6.99E-05,0
642,6.99E-05,0
643,6.89E-05,0
644,6.78E-05,0
645,7.09E-05,0
646,6.97E-05,0
647,7.09E-05,0
648,6.84E-05,0
649,7.04E-05,0
650,7.02E-05,0
651,7.07E-05,0
652,6.66E-05,0
653,6.87E-05,0
654,7.00E-05,0
655,6.40E-05,0
656,6.52E-05,0
657,6.58E-05,0
658,6.61E-05,0
659,6.39E-05,0
660,6.43E-05,0
661,6.44E-05,0
662,6.41E-05,0
663,6.13E-05,0
664,6.09E-05,0
665,6.26E-05,0
666,6.19E-05,0
667,6.23E-05,0
668,6.22E-05,0
669,6.26E-05,0
670,6.26E-05,0
671,6.10E-05,0
672,6.25E-05,0
673,6.20E-05,0
674,5.98E-05,0
675,6.20E-05,0
676,5.90E-05,0
677,6.22E-05,0
678,6.17E-05,0
679,5.98E-05,0
680,5.87E-05,0
681,5.83E-05,0
682,6.08E-05,0
683,5.90E-05,0
684,5.75E-05,0
685,5.62E-05,0
686,5.76E-05,0
687,6.00E-05,0
688,5.77E-05,0
689,5.77E-05,0
690,5.51E-05,0
691,5.78E-05,0
692,5.69E-05,0
693,5.78E-05,0
694,5.63E-05,0
695,5.60E-05,0
696,5.47E-05,0
697,5.29E-05,0
698,5.53E-05,0
699,5.39E-05,0
700,5.15E-05,0
701,5.31E-05,0
702,5.27E-05,0
703,5.35E-05,0
704,5.31E-05,0
705,5.40E-05,0
706,5.13E-05,0
707,5.29E-05,0
708,5.17E-05,0
709,5.13E-05,0
710,5.07E-05,0
711,5.07E-05,0
712,4.92E-05,0
713,5.05E-05,0
714,5.03E-05,0
715,4.83E-05,0
716,4.90E-05,0
717,4.85E-05,0
718,5.20E-05,0
719,4.95E-05,0
720,4.95E-05,0
721,4.79E-05,0
722,4.87E-05,0
723,4.76E-05,0
724,4.75E-05,0
725,4.90E-05,0
726,4.69E-05,0
727,4.79E-05,0
728,4.76E-05,0
729,4.80E-05,0
730,4.48E-05,0
731,4.66E-05,0
732,4.63E-05,0
733,4.58E-05,0
734,4.66E-05,0
735,4.54E-05,0
736,4.63E-05,0
737,4.57E-05,0
738,4.63E-05,0
739,4.47E-05,0
740,4.23E-05,0
741,4.52E-05,0
742,4.49E-05,0
743,4.42E-05,0
744,4.51E-05,0
745,4.65E-05,0
746,4.25E-05,0
747,4.52E-05,0
748,4.31E-05,0
749,4.22E-05,0
750,4.15E-05,0
751,4.27E-05,0
752,4.13E-05,0
753,3.86E-05,0
754,4.14E-05,0
755,4.03E-05,0
756,4.12E-05,0
757,4.29E-05,0
758,4.21E-05,0
759,4.14E-05,0
760,4.35E-05,0
761,4.18E-05,0
762,3.75E-05,0
763,3.78E-05,0
764,3.95E-05,0
765,3.98E-05,0
766,3.83E-05,0
767,4.10E-05,0
768,3.80E-05,0
769,3.91E-05,0
770,3.86E-05,0
771,3.67E-05,0
772,3.73E-05,0
773,3.81E-05,0
774,3.93E-05,0
775,3.73E-05,0
776,3.66E-05,0
777,3.60E-05,0
778,3.85E-05,0
779,3.73E-05,0
780,3.66E-05,0
781,3.78E-05,0
782,3.72E-05,0
783,3.63E-05,0
784,3.84E-05,0
785,3.64E-05,0
786,3.90E-05,0
787,3.55E-05,0
788,3.65E-05,0
789,3.58E-05,0
790,3.50E-05,0
791,3.58E-05,0
792,3.44E-05,0
793,3.79E-05,0
794,3.45E-05,0
795,3.56E-05,0
796,3.41E-05,0
797,3.03E-05,0
798,3.61E-05,0
799,3.46E-05,0
800,3.60E-05,0
801,3.38E-05,0
802,3.18E-05,0
803,3.24E-05,0
804,3.22E-05,0
805,3.22E-05,0
806,3.17E-05,0
807,3.21E-05,0
808,3.17E-05,0
809,3.29E-05,0
810,3.26E-05,0
811,3.25E-05,0
812,3.14E-05,0
813,3.24E-05,0
814,3.19E-05,0
815,3.10E-05,0
816,3.18E-05,0
817,3.22E-05,0
818,3.10E-05,0
819,2.76E-05,0
820,3.13E-05,0
821,3.15E-05,0
822,2.92E-05,0
823,3.02E-05,0
824,3.11E-05,0
825,3.17E-05,0
826,2.88E-05,0
827,3.06E-05,0
828,2.92E-05,0
829,2.96E-05,0
830,2.87E-05,0
831,2.90E-05,0
832,3.01E-05,0
833,2.84E-05,0
834,2.78E-05,0
835,2.75E-05,0
836,2.85E-05,0
837,2.97E-05,0
838,2.91E-05,0
839,2.82E-05,0
840,2.74E-05,0
841,2.65E-05,0
842,2.91E-05,0
843,2.79E-05,0
844,2.74E-05,0
845,2.85E-05,0
846,2.69E-05,0
847,2.81E-05,0
848,2.76E-05,0
849,2.71E-05,0
850,2.66E-05,0
851,2.62E-05,0
852,2.60E-05,0
853,2.76E-05,0
854,2.71E-05,0
855,2.82E-05,0
856,2.81E-05,0
857,2.57E-05,0
858,2.54E-05,0
859,2.77E-05,0
860,2.58E-05,0
861,2.66E-05,0
862,2.41E-05,0
863,2.47E-05,0
864,2.55E-05,0
865,2.51E-05,0
866,2.63E-05,0
867,2.49E-05,0
868,2.84E-05,0
869,2.55E-05,0
870,2.60E-05,0
871,2.32E-05,0
872,2.21E-05,0
873,2.37E-05,0
874,2.53E-05,0
875,2.52E-05,0
876,2.36E-05,0
877,2.24E-05,0
878,2.33E-05,0
879,2.32E-05,0
880,2.30E-05,0
881,2.18E-05,0
882,2.24E-05,0
883,2.18E-05,0
884,2.36E-05,0
885,2.50E-05,0
886,2.24E-05,0
887,2.45E-05,0
888,2.31E-05,0
889,2.23E-05,0
890,2.19E-05,0
891,2.25E-05,0
892,2.15E-05,0
893,2.40E-05,0
894,2.23E-05,0
895,2.26E-05,0
896,2.25E-05,0
897,2.13E-05,0
898,2.23E-05,0
899,2.03E-05,0
900,2.15E-05,0
901,2.08E-05,0
902,2.06E-05,0
903,2.26E-05,0
904,2.03E-05,0
905,2.22E-05,0
906,1.98E-05,0
907,2.00E-05,0
908,2.11E-05,0
909,2.01E-05,0
910,2.07E-05,0
911,2.12E-05,0
912,2.02E-05,0
913,2.13E-05,0
914,2.05E-05,0
915,1.90E-05,0
916,1.96E-05,0
917,2.00E-05,0
918,1.97E-05,0
919,2.12E-05,0
920,2.01E-05,0
921,2.00E-05,0
922,1.84E-05,0
923,2.05E-05,0
924,2.06E-05,0
925,2.02E-05,0
926,1.85E-05,0
927,1.90E-05,0
928,1.97E-05,0
929,1.82E-05,0
930,1.94E-05,0
931,1.96E-05,0
932,1.84E-05,0
933,1.79E-05,0
934,1.82E-05,0
935,1.70E-05,0
936,1.76E-05,0
937,1.67E-05,0
938,1.76E-05,0
939,1.63E-05,0
940,1.72E-05,0
941,1.69E-05,0
942,1.76E-05,0
943,1.83E-05,0
944,1.76E-05,0
945,1.73E-05,0
946,1.72E-05,0
947,1.70E-05,0
948,1.91E-05,0
949,1.68E-05,0
950,1.79E-05,0
951,1.75E-05,0
952,1.74E-05,0
953,1.62E-05,0
954,1.91E-05,0
955,1.58E-05,0
956,1.60E-05,0
957,1.62E-05,0
958,1.67E-05,0
959,1.53E-05,0
960,1.63E-05,0
961,1.58E-05,0
962,1.54E-05,0
963,1.66E-05,0
964,1.63E-05,0
965,1.59E-05,0
966,1.70E-05,0
967,1.55E-05,0
968,1.48E-05,0
969,1.56E-05,0
970,1.46E-05,0
971,1.58E-05,0
972,1.58E-05,0
973,1.49E-05,0
974,1.57E-05,0
975,1.54E-05,0
976,1.58E-05,0
977,1.61E-05,0
978,1.48E-05,0
979,1.62E-05,0
980,1.55E-05,0
981,1.42E-05,0
982,1.47E-05,0
983,1.32E-05,0
984,1.56E-05,0
985,1.43E-05,0
986,1.33E-05,0
987,1.47E-05,0
988,1.45E-05,0
989,1.45E-05,0
990,1.54E-05,0
991,1.36E-05,0
992,1.41E-05,0
993,1.47E-05,0
994,1.48E-05,0
995,1.41E-05,0
996,1.43E-05,0
997,1.34E-05,0
998,1.38E-05,0
999,1.33E-05,0
1000,1.40E-05,0
1001,1.32E-05,0
1002,1.42E-05,0
1003,1.23E-05,0
1004,1.41E-05,0
1005,1.31E-05,0
1006,1.31E-05,0
1007,1.32E-05,0
1008,1.32E-05,0
1009,1.36E-05,0
1010,1.33E-05,0
1011,1.21E-05,0
1012,1.38E-05,0
1013,1.21E-05,0
1014,1.28E-05,0
1015,1.24E-05,0
1016,1.40E-05,0
1017,1.41E-05,0
1018,1.32E-05,0
1019,1.35E-05,0
1020,1.09E-05,0
1021,1.22E-05,0
1022,1.22E-05,0
1023,1.23E-05,0
1024,1.25E-05,0
1025,1.21E-05,0
1026,1.16E-05,0
1027,1.29E-05,0
1028,1.22E-05,0
1029,1.24E-05,0
1030,1.22E-05,0
1031,1.23E-05,0
1032,1.15E-05,0
1033,1.14E-05,0
1034,1.13E-05,0
1035,1.22E-05,0
1036,1.26E-05,0
1037,1.24E-05,0
1038,1.13E-05,0
1039,1.09E-05,0
1040,1.13E-05,0
1041,1.15E-05,0
1042,1.20E-05,0
1043,1.12E-05,0
1044,1.03E-05,0
1045,1.09E-05,0
1046,1.22E-05,0
1047,1.15E-05,0
1048,1.06E-05,0
1049,1.01E-05,0
1050,1.11E-05,0
1051,9.67E-06,0
1052,1.13E-05,0
1053,1.12E-05,0
1054,9.01E-06,0
1055,1.14E-05,0
1056,9.95E-06,0
1057,9.43E-06,0
1058,9.64E-06,0
1059,1.14E-05,0
1060,9.85E-06,0
1061,1.09E-05,0
1062,1.01E-05,0
1063,1.03E-05,0
1064,1.00E-05,0
1065,1.04E-05,0
1066,9.92E-06,0
1067,1.04E-05,0
1068,1.02E-05,0
1069,1.04E-05,0
1070,1.04E-05,0
1071,1.06E-05,0
1072,1.01E-05,0
1073,9.57E-06,0
1074,9.64E-06,0
1075,1.02E-05,0
1076,9.15E-06,0
1077,9.95E-06,0
1078,1.08E-05,0
1079,9.99E-06,0
1080,9.71E-06,0
1081,9.74E-06,0
1082,9.57E-06,0
1083,1.01E-05,0
1084,1.03E-05,0
1085,7.86E-06,0
1086,9.53E-06,0
1087,9.57E-06,0
1088,9.88E-06,0
1089,9.36E-06,0
1090,8.73E-06,0
1091,9.53E-06,0
1092,8.66E-06,0
1093,9.32E-06,0
1094,9.43E-06,0
1095,9.18E-06,0
1096,9.46E-06,0
1097,8.41E-06,0
1098,8.73E-06,0
1099,8.66E-06,0
1100,9.32E-06,0
1101,8.45E-06,0
1102,9.36E-06,0
1103,8.21E-06,0
1104,8.62E-06,0
1105,7.86E-06,0
1106,8.73E-06,0
1107,9.08E-06,0
1108,8.73E-06,0
1109,8.03E-06,0
1110,8.41E-06,0
1111,8.87E-06,0
1112,8.55E-06,0
1113,7.44E-06,0
1114,8.59E-06,0
1115,8.80E-06,0
1116,9.99E-06,0
1117,9.39E-06,0
1118,7.44E-06,0
1119,8.03E-06,0
1120,8.38E-06,0
1121,7.86E-06,0
1122,8.24E-06,0
1123,7.12E-06,0
1124,7.44E-06,0
1125,7.37E-06,0
1126,6.42E-06,0
1127,8.28E-06,0
1128,8.87E-06,0
1129,8.17E-06,0
1130,8.28E-06,0
1131,7.58E-06,0
1132,9.22E-06,0
1133,8.07E-06,0
1134,8.31E-06,0
1135,7.51E-06,0
1136,8.45E-06,0
1137,6.39E-06,0
1138,8.17E-06,0
1139,7.33E-06,0
1140,7.47E-06,0
1141,7.16E-06,0
1142,7.33E-06,0
1143,8.07E-06,0
1144,7.37E-06,0
1145,7.82E-06,0
1146,6.70E-06,0
1147,6.63E-06,0
1148,7.75E-06,0
1149,8.03E-06,0
1150,7.58E-06,0
1151,7.33E-06,0
1152,6.88E-06,0
1153,7.33E-06,0
1154,7.40E-06,0
1155,6.25E-06,0
1156,6.42E-06,0
1157,6.63E-06,0
1158,7.26E-06,0
1159,7.65E-06,0
1160,6.91E-06,0
1161,7.44E-06,0
1162,7.19E-06,0
1163,6.70E-06,0
1164,7.09E-06,0
1165,6.84E-06,0
1166,6.11E-06,0
1167,6.81E-06,0
1168,5.69E-06,0
1169,6.42E-06,0
1170,7.23E-06,0
1171,6.67E-06,0
1172,6.95E-06,0
1173,6.88E-06,0
1174,6.04E-06,0
1175,6.42E-06,0
1176,7.19E-06,0
1177,6.91E-06,0
1178,6.29E-06,0
1179,5.76E-06,0
1180,6.25E-06,0
1181,5.94E-06,0
1182,6.11E-06,0
1183,7.16E-06,0
1184,6.88E-06,0
1185,6.15E-06,0
1186,5.94E-06,0
1187,6.11E-06,0
1188,5.48E-06,0
1189,5.94E-06,0
1190,6.22E-06,0
1191,6.63E-06,0
1192,5.73E-06,0
1193,5.69E-06,0
1194,6.22E-06,0
1195,5.59E-06,0
1196,6.08E-06,0
1197,6.63E-06,0
1198,5.48E-06,0
1199,5.06E-06,0
1200,6.25E-06,0
1201,6.35E-06,0
1202,5.55E-06,0
1203,5.94E-06,0
1204,5.66E-06,0
1205,6.29E-06,0
1206,5.62E-06,0
1207,5.52E-06,0
1208,6.04E-06,0
1209,5.24E-06,0
1210,6.49E-06,0
1211,5.13E-06,0
1212,5.80E-06,0
1213,5.48E-06,0
1214,5.34E-06,0
1215,5.62E-06,0
1216,5.48E-06,0
1217,5.80E-06,0
1218,5.24E-06,0
1219,5.66E-06,0
1220,5.41E-06,0
1221,4.75E-06,0
1222,4.85E-06,0
1223,4.85E-06,0
1224,5.17E-06,0
1225,5.45E-06,0
1226,4.82E-06,0
1227,5.83E-06,0
1228,5.87E-06,0
1229,5.31E-06,0
1230,4.82E-06,0
1231,5.76E-06,0
1232,5.20E-06,0
1233,4.26E-06,0
1234,4.99E-06,0
1235,4.92E-06,0
1236,3.98E-06,0
1237,4.47E-06,0
1238,5.52E-06,0
1239,4.64E-06,0
1240,4.57E-06,0
1241,4.47E-06,0
1242,5.13E-06,0
1243,4.22E-06,0
1244,5.52E-06,0
1245,4.64E-06,0
1246,4.82E-06,0
1247,5.69E-06,0
1248,4.68E-06,0
1249,5.38E-06,0
1250,4.05E-06,0
1251,5.10E-06,0
1252,4.19E-06,0
1253,4.12E-06,0
1254,5.48E-06,0
1255,4.47E-06,0
1256,4.89E-06,0
1257,3.77E-06,0
1258,4.33E-06,0
1259,5.06E-06,0
1260,4.26E-06,0
1261,3.77E-06,0
1262,3.81E-06,0
1263,5.52E-06,0
1264,4.29E-06,0
1265,4.50E-06,0
1266,4.22E-06,0
1267,3.77E-06,0
1268,3.88E-06,0
1269,4.40E-06,0
1270,4.26E-06,0
1271,4.09E-06,0
1272,3.63E-06,0
1273,4.09E-06,0
1274,4.57E-06,0
1275,3.91E-06,0
1276,4.19E-06,0
1277,4.99E-06,0
1278,4.78E-06,0
1279,3.91E-06,0
1280,4.12E-06,0
1281,3.63E-06,0
1282,4.57E-06,0
1283,4.78E-06,0
1284,4.22E-06,0
1285,3.81E-06,0
1286,4.16E-06,0
1287,3.46E-06,0
1288,4.16E-06,0
